+ ---- + ---------------------- + ---- + ------- + ------- +
| Rank | Combos of 2            | Use  | Usage % |  Win %  |
+ ---- + ---------------------- + ---- + ------- + ------- +
| 1    | Mienfoo / Gastly       |   30 |  50.00% |  43.33% |
| 2    | Gastly / Vullaby       |   21 |  35.00% |  57.14% |
| 3    | Mienfoo / Ferroseed    |   20 |  33.33% |  65.00% |
| 3    | Mienfoo / Vullaby      |   20 |  33.33% |  65.00% |
| 5    | Gastly / Abra          |   18 |  30.00% |  44.44% |
| 6    | Gastly / Ferroseed     |   17 |  28.33% |  70.59% |
| 6    | Mienfoo / Abra         |   17 |  28.33% |  52.94% |
| 8    | Vullaby / Ferroseed    |   15 |  25.00% |  80.00% |
| 8    | Mienfoo / Diglett      |   15 |  25.00% |  46.67% |
| 10   | Gastly / Omanyte       |   14 |  23.33% |  50.00% |
| 11   | Diglett / Gastly       |   13 |  21.67% |  61.54% |
| 12   | Mienfoo / Omanyte      |   12 |  20.00% |  50.00% |
| 13   | Ferroseed / Abra       |   11 |  18.33% |  72.73% |
| 13   | Gastly / Pawniard      |   11 |  18.33% |  63.64% |
| 13   | Vullaby / Abra         |   11 |  18.33% |  63.64% |
| 13   | Chinchou / Gastly      |   11 |  18.33% |  45.45% |
| 13   | Mienfoo / Hippopotas   |   11 |  18.33% |  27.27% |
| 18   | Frillish / Hippopotas  |   10 |  16.67% |  50.00% |
| 18   | Frillish / Mienfoo     |   10 |  16.67% |  40.00% |
| 20   | Diglett / Vullaby      |    9 |  15.00% |  88.89% |
| 20   | Diglett / Abra         |    9 |  15.00% |  66.67% |
| 22   | Gastly / Timburr       |    8 |  13.33% |  62.50% |
| 22   | Gastly / Porygon       |    8 |  13.33% |  50.00% |
| 22   | Chinchou / Vullaby     |    8 |  13.33% |  50.00% |
| 22   | Mienfoo / Drilbur      |    8 |  13.33% |  50.00% |
| 22   | Lileep / Hippopotas    |    8 |  13.33% |  50.00% |
| 22   | Gastly / Hippopotas    |    8 |  13.33% |  37.50% |
| 22   | Vullaby / Staryu       |    8 |  13.33% |  37.50% |
| 29   | Diglett / Ferroseed    |    7 |  11.67% | 100.00% |
| 29   | Chinchou / Ferroseed   |    7 |  11.67% |  57.14% |
| 29   | Vullaby / Omanyte      |    7 |  11.67% |  57.14% |
| 29   | Frillish / Ferroseed   |    7 |  11.67% |  57.14% |
| 29   | Mienfoo / Porygon      |    7 |  11.67% |  42.86% |
| 29   | Mienfoo / Staryu       |    7 |  11.67% |  42.86% |
| 29   | Gastly / Drilbur       |    7 |  11.67% |  28.57% |
| 29   | Bronzor / Mienfoo      |    7 |  11.67% |  28.57% |
| 29   | Drilbur / Abra         |    7 |  11.67% |  28.57% |
| 38   | Ferroseed / Omanyte    |    6 |  10.00% |  66.67% |
| 38   | Timburr / Vullaby      |    6 |  10.00% |  66.67% |
| 38   | Abra / Omanyte         |    6 |  10.00% |  50.00% |
| 38   | Gastly / Staryu        |    6 |  10.00% |  33.33% |
| 38   | Mienfoo / Chinchou     |    6 |  10.00% |  33.33% |
| 38   | Chinchou / Abra        |    6 |  10.00% |  33.33% |
| 44   | Pawniard / Ferroseed   |    5 |   8.33% |  80.00% |
| 44   | Diglett / Omanyte      |    5 |   8.33% |  80.00% |
| 44   | Diglett / Timburr      |    5 |   8.33% |  80.00% |
| 44   | Timburr / Ferroseed    |    5 |   8.33% |  60.00% |
| 44   | Ferroseed / Drilbur    |    5 |   8.33% |  60.00% |
| 44   | Pawniard / Timburr     |    5 |   8.33% |  60.00% |
| 44   | Pawniard / Vullaby     |    5 |   8.33% |  60.00% |
| 44   | Porygon / Omanyte      |    5 |   8.33% |  60.00% |
| 44   | Bronzor / Hippopotas   |    5 |   8.33% |  60.00% |
| 44   | Lileep / Frillish      |    5 |   8.33% |  60.00% |
| 44   | Chinchou / Timburr     |    5 |   8.33% |  40.00% |
| 44   | Vullaby / Drilbur      |    5 |   8.33% |  40.00% |
| 44   | Mienfoo / Pawniard     |    5 |   8.33% |  40.00% |
| 44   | Ferroseed / Hippopotas |    5 |   8.33% |  40.00% |
| 44   | Hippopotas / Carvanha  |    5 |   8.33% |  40.00% |
| 44   | Ferroseed / Carvanha   |    5 |   8.33% |  40.00% |
| 44   | Frillish / Carvanha    |    5 |   8.33% |  40.00% |
| 44   | Mienfoo / Carvanha     |    5 |   8.33% |  40.00% |
| 44   | Chinchou / Pawniard    |    5 |   8.33% |  40.00% |
| 44   | Lileep / Gastly        |    5 |   8.33% |  40.00% |
| 44   | Bronzor / Gastly       |    5 |   8.33% |  20.00% |
| 44   | Bronzor / Diglett      |    5 |   8.33% |  20.00% |
| 66   | Natu / Timburr         |    4 |   6.67% | 100.00% |
