+ ---- + ------------------ + ---- + ------- + ------- +
| Rank | Pokemon            | Use  | Usage % |  Win %  |
+ ---- + ------------------ + ---- + ------- + ------- +
| 1    | Carbink            |    4 |  50.00% |  25.00% |
| 2    | Krokorok           |    3 |  37.50% |  66.67% |
| 3    | Pignite            |    2 |  25.00% | 100.00% |
| 3    | Swalot             |    2 |  25.00% |  50.00% |
| 3    | Vibrava            |    2 |  25.00% |  50.00% |
| 3    | Meganium           |    2 |  25.00% |  50.00% |
| 3    | Bronzor            |    2 |  25.00% |  50.00% |
| 3    | Ivysaur            |    2 |  25.00% |  50.00% |
| 3    | Sawsbuck           |    2 |  25.00% |  50.00% |
| 3    | Persian            |    2 |  25.00% |  50.00% |
| 3    | Servine            |    2 |  25.00% |  50.00% |
| 3    | Dustox             |    2 |  25.00% |  50.00% |
| 3    | Magmar             |    2 |  25.00% |   0.00% |
| 14   | Scraggy            |    1 |  12.50% | 100.00% |
| 14   | Furfrou            |    1 |  12.50% | 100.00% |
| 14   | Solrock            |    1 |  12.50% | 100.00% |
| 14   | Walrein            |    1 |  12.50% | 100.00% |
| 14   | Kricketune         |    1 |  12.50% | 100.00% |
| 14   | Seviper            |    1 |  12.50% | 100.00% |
| 14   | Vanilluxe          |    1 |  12.50% | 100.00% |
| 14   | Frogadier          |    1 |  12.50% | 100.00% |
| 14   | Lunatone           |    1 |  12.50% | 100.00% |
| 14   | Simipour           |    1 |  12.50% | 100.00% |
| 14   | Wartortle          |    1 |  12.50% |   0.00% |
| 14   | Mienfoo            |    1 |  12.50% |   0.00% |
| 14   | Volbeat            |    1 |  12.50% |   0.00% |
| 14   | Natu               |    1 |  12.50% |   0.00% |
| 14   | Marshtomp          |    1 |  12.50% |   0.00% |
| 14   | Trubbish           |    1 |  12.50% |   0.00% |
| 14   | Frillish           |    1 |  12.50% |   0.00% |
| 14   | Duosion            |    1 |  12.50% |   0.00% |
| 14   | Electabuzz         |    1 |  12.50% |   0.00% |
